from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Sicamous,sicamous,Sechelt,sechelt,373,TRUE,TRUE,3,3,2,4,bus; local-bus; ferry; bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,475.2,,TRUE,"Coach bus, city bus, ferry, then coach bus.",4,bus; local-bus; ferry; bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,475.2,
Sicamous,sicamous,Shearwater,shearwater,647,TRUE,FALSE,5,5,0,,,,,,,"Coach bus, city bus, ferry, rental car, then ferry.",5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),960.7,seasonal
Sicamous,sicamous,Smithers,smithers,703,TRUE,TRUE,3,3,2,3,bus; bus; intercity-train,Ebus; VIA Rail,886.3,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,886.3,limited
Sicamous,sicamous,Sointula,sointula,566,TRUE,FALSE,5,5,0,,,,,,,"Coach bus, city bus, ferry, rental car, city bus, then ferry.",6,bus; local-bus; ferry; rental-car; local-bus; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,834.0,limited
Sicamous,sicamous,Sooke,sooke,438,TRUE,TRUE,9,9,8,5,bus; skytrain; local-bus; bus; local-bus,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Transit,,,TRUE,"Coach bus, SkyTrain, city bus, ferry, city bus, then city bus.",6,bus; skytrain; local-bus; ferry; local-bus; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,
Sicamous,sicamous,Sorrento,sorrento,34,TRUE,TRUE,2,2,2,1,bus,Ebus,49.5,,TRUE,"One coach bus, straight through.",1,bus,Ebus,49.5,
Sicamous,sicamous,Sparwood,sparwood,316,TRUE,TRUE,2,2,1,2,bus; bus,Ebus; Mountain Man Mike's,640.1,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,640.1,limited
Sicamous,sicamous,Squamish,squamish,319,TRUE,TRUE,10,10,9,2,bus; carpool,Rider Express; Poparide,469.2,on-demand,FALSE,"Coach bus, SkyTrain, then coach bus.",3,bus; skytrain; bus,Ebus; TransLink; Squamish Connector,,seasonal
Sicamous,sicamous,Summerland,summerland,146,TRUE,TRUE,2,2,2,2,bus; local-bus,Ebus; BC Transit,161.1,limited,FALSE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,161.1,limited
Sicamous,sicamous,Surrey,surrey,331,TRUE,TRUE,2,2,1,1,bus,Ebus,397.6,,TRUE,"One coach bus, straight through.",1,bus,Ebus,397.6,
Sicamous,sicamous,Terrace,terrace,766,TRUE,TRUE,4,4,3,3,bus; bus; intercity-train,Ebus; VIA Rail,1048.0,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,1048.0,limited
Sicamous,sicamous,Texada Island,texada-island,417,TRUE,TRUE,2,2,1,5,bus; local-bus; ferry; bus; ferry,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,565.0,,TRUE,"Coach bus, city bus, ferry, coach bus, then ferry.",5,bus; local-bus; ferry; bus; ferry,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,565.0,
Sicamous,sicamous,Thetis Island,thetis-island,395,TRUE,TRUE,8,8,7,7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Hullo; BC Transit; BC Ferries,,limited,FALSE,"Coach bus, SkyTrain, ferry, city bus, city bus, city bus, then ferry.",7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Hullo; BC Transit; BC Ferries,,limited
Sicamous,sicamous,Tofino,tofino,528,TRUE,TRUE,10,7,6,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, then carpool.",4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand
Sicamous,sicamous,Trail,trail,214,TRUE,TRUE,6,5,4,3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,647.5,limited,FALSE,"Coach bus, coach bus, then city bus.",3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,647.5,limited
Sicamous,sicamous,Ucluelet,ucluelet,515,TRUE,TRUE,11,8,7,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, then carpool.",4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand
Sicamous,sicamous,Vancouver,vancouver,343,TRUE,TRUE,2,2,1,1,bus,Ebus,419.7,,TRUE,"One coach bus, straight through.",1,bus,Ebus,419.7,
Sicamous,sicamous,Vanderhoof,vanderhoof,491,TRUE,TRUE,3,3,3,3,bus; bus; local-bus,Ebus; BC Transit,654.5,limited,FALSE,"Coach bus, coach bus, then city bus.",3,bus; bus; local-bus,Ebus; BC Transit,654.5,limited
Sicamous,sicamous,Vernon,vernon,67,TRUE,TRUE,2,2,2,1,bus,Ebus,77.5,,TRUE,"One coach bus, straight through.",1,bus,Ebus,77.5,
Sicamous,sicamous,Victoria,victoria,414,TRUE,TRUE,7,7,6,4,bus; skytrain; local-bus; bus,Ebus; TransLink; Wilson's Transportation (BC Connector),,,TRUE,"Coach bus, SkyTrain, city bus, ferry, then city bus.",5,bus; skytrain; local-bus; ferry; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,
Sicamous,sicamous,West Kelowna,west-kelowna,121,TRUE,TRUE,3,3,3,2,bus; bus,Ebus,135.7,,TRUE,"Coach bus, then coach bus.",2,bus; bus,Ebus,135.7,
Sicamous,sicamous,West Vancouver,west-vancouver,341,TRUE,TRUE,4,4,4,2,bus; local-bus,Rider Express; TransLink,423.6,,TRUE,"Coach bus, then city bus.",2,bus; local-bus,Rider Express; TransLink,423.6,
Sicamous,sicamous,Whistler,whistler,293,TRUE,TRUE,4,4,3,3,bus; skytrain; bus,Ebus; TransLink; YVR Skylynx,,seasonal,FALSE,"Coach bus, SkyTrain, then coach bus.",3,bus; skytrain; bus,Ebus; TransLink; YVR Skylynx,,seasonal
Sicamous,sicamous,Williams Lake,williams-lake,262,TRUE,TRUE,2,2,1,2,bus; bus,Ebus,367.7,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus,367.7,limited
Smithers,smithers,Abbotsford,abbotsford,720,TRUE,TRUE,8,8,7,3,intercity-train; bus; bus,VIA Rail; Ebus,1007.5,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,1007.5,limited
Smithers,smithers,Alert Bay,alert-bay,466,TRUE,TRUE,3,3,2,4,intercity-train; ferry; local-bus; ferry,VIA Rail; BC Ferries; BC Transit,770.3,limited,FALSE,"Train, ferry, city bus, then ferry.",4,intercity-train; ferry; local-bus; ferry,VIA Rail; BC Ferries; BC Transit,770.3,limited
Smithers,smithers,Armstrong,armstrong,722,TRUE,TRUE,5,5,4,3,intercity-train; bus; bus,VIA Rail; Ebus,892.0,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,892.0,limited
Smithers,smithers,Barkerville,barkerville,416,TRUE,TRUE,3,3,2,3,intercity-train; bus; local-bus,VIA Rail; Ebus; BC Transit,487.3,limited,FALSE,"Train, coach bus, then city bus.",3,intercity-train; bus; local-bus,VIA Rail; Ebus; BC Transit,487.3,limited
Smithers,smithers,Bella Bella,bella-bella,298,TRUE,TRUE,3,3,2,3,intercity-train; ferry; ferry,VIA Rail; BC Ferries,887.7,limited; seasonal,FALSE,"Train, ferry, then ferry.",3,intercity-train; ferry; ferry,VIA Rail; BC Ferries,887.7,limited; seasonal
Smithers,smithers,Bella Coola,bella-coola,269,TRUE,TRUE,3,3,2,3,intercity-train; ferry; ferry,VIA Rail; BC Ferries,988.2,limited; seasonal,FALSE,"Train, ferry, then ferry.",3,intercity-train; ferry; ferry,VIA Rail; BC Ferries,988.2,limited; seasonal
Smithers,smithers,Bowen Island,bowen-island,655,TRUE,TRUE,12,12,9,5,intercity-train; bus; bus; local-bus; ferry,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries,1095.1,limited,FALSE,"Train, coach bus, coach bus, city bus, then ferry.",5,intercity-train; bus; bus; local-bus; ferry,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries,1095.1,limited
Smithers,smithers,Brentwood Bay,brentwood-bay,736,TRUE,TRUE,9,9,6,5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited,FALSE,"Train, train, SkyTrain, city bus, then ferry.",5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited
Smithers,smithers,Burnaby,burnaby,680,TRUE,TRUE,10,10,9,3,intercity-train; intercity-train; skytrain,VIA Rail; TransLink,,limited,FALSE,"Train, train, then SkyTrain.",3,intercity-train; intercity-train; skytrain,VIA Rail; TransLink,,limited
Smithers,smithers,Burns Lake,burns-lake,110,TRUE,TRUE,3,3,3,1,local-bus,BC Transit,109.9,limited,FALSE,"One city bus, straight through.",1,local-bus,BC Transit,109.9,limited
Smithers,smithers,"Calgary, AB",calgary,970,TRUE,TRUE,4,4,3,3,intercity-train; bus; bus,VIA Rail; Ebus,1251.6,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,1251.6,limited
Smithers,smithers,Campbell River,campbell-river,545,TRUE,FALSE,3,3,0,,,,,,,"Train, ferry, then rental car.",3,intercity-train; ferry; rental-car,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island),906.7,limited
Smithers,smithers,Castlegar,castlegar,888,TRUE,TRUE,9,6,5,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1276.6,limited,FALSE,"Train, train, SkyTrain, then coach bus.",4,intercity-train; intercity-train; skytrain; bus,VIA Rail; TransLink; Mountain Man Mike's,,limited
Smithers,smithers,Chase,chase,668,TRUE,TRUE,4,4,3,3,intercity-train; bus; bus,VIA Rail; Ebus,820.1,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,820.1,limited
Smithers,smithers,Chilliwack,chilliwack,720,TRUE,TRUE,7,7,6,3,intercity-train; bus; bus,VIA Rail; Ebus,980.3,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,980.3,limited
Smithers,smithers,Clearwater,clearwater,589,TRUE,TRUE,3,3,2,3,intercity-train; bus; local-bus,VIA Rail; Ebus; BC Transit,887.7,limited,FALSE,"Train, coach bus, then city bus.",3,intercity-train; bus; local-bus,VIA Rail; Ebus; BC Transit,887.7,limited
Smithers,smithers,Comox,comox,588,TRUE,TRUE,4,4,1,6,intercity-train; intercity-train; skytrain; ferry; carpool; local-bus,VIA Rail; TransLink; Hullo; Poparide; BC Transit,,limited; on-demand,FALSE,"Train, ferry, then rental car.",3,intercity-train; ferry; rental-car,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island),941.3,limited
Smithers,smithers,Coquitlam,coquitlam,681,TRUE,TRUE,6,6,5,3,intercity-train; intercity-train; skytrain,VIA Rail; TransLink,,limited,FALSE,"Train, train, then SkyTrain.",3,intercity-train; intercity-train; skytrain,VIA Rail; TransLink,,limited
Smithers,smithers,Cortes Island,cortes-island,545,TRUE,TRUE,6,6,1,9,intercity-train; bus; bus; local-bus; ferry; bus; local-bus; water-taxi; water-taxi,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector; BC Transit; Lund Water Taxi; Qaya Way West Transportation,1262.3,limited; seasonal,FALSE,"Train, ferry, rental car, then water taxi.",4,intercity-train; ferry; rental-car; water-taxi,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); Qaya Way West Transportation,926.2,limited; seasonal
Smithers,smithers,Courtenay (Comox Valley),courtenay,588,TRUE,TRUE,4,4,1,5,intercity-train; intercity-train; skytrain; ferry; carpool,VIA Rail; TransLink; Hullo; Poparide,,limited; on-demand,FALSE,"Train, ferry, then rental car.",3,intercity-train; ferry; rental-car,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island),941.3,limited
Smithers,smithers,Cranbrook,cranbrook,974,TRUE,TRUE,5,5,4,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1604.6,limited,FALSE,"Train, coach bus, coach bus, then coach bus.",4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1604.6,limited
Smithers,smithers,Creston,creston,964,TRUE,TRUE,5,5,4,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1676.6,limited,FALSE,"Train, coach bus, coach bus, then coach bus.",4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1676.6,limited
Smithers,smithers,Cumberland,cumberland,592,TRUE,TRUE,4,4,1,6,intercity-train; intercity-train; skytrain; ferry; carpool; local-bus,VIA Rail; TransLink; Hullo; Poparide; BC Transit,,limited; on-demand,FALSE,"Train, ferry, rental car, city bus, then city bus.",5,intercity-train; ferry; rental-car; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,953.5,limited
Smithers,smithers,Delta,delta,692,TRUE,TRUE,6,6,5,4,intercity-train; intercity-train; skytrain; local-bus,VIA Rail; TransLink,,limited,FALSE,"Train, train, SkyTrain, then city bus.",4,intercity-train; intercity-train; skytrain; local-bus,VIA Rail; TransLink,,limited
Smithers,smithers,Denman Island,denman-island,605,TRUE,TRUE,4,4,1,7,intercity-train; intercity-train; skytrain; ferry; carpool; local-bus; ferry,VIA Rail; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,limited; on-demand,FALSE,"Train, ferry, rental car, city bus, city bus, then ferry.",6,intercity-train; ferry; rental-car; local-bus; local-bus; ferry,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,967.2,limited
Smithers,smithers,Duncan (Cowichan Valley),duncan,709,TRUE,TRUE,9,9,6,5,intercity-train; intercity-train; skytrain; ferry; local-bus,VIA Rail; TransLink; Hullo; BC Transit,,limited,FALSE,"Train, ferry, rental car, city bus, then city bus.",5,intercity-train; ferry; rental-car; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,1075.2,limited
Smithers,smithers,Enderby,enderby,717,TRUE,TRUE,5,5,4,3,intercity-train; bus; bus,VIA Rail; Ebus,879.9,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,879.9,limited
Smithers,smithers,Fernie,fernie,1011,TRUE,TRUE,5,5,4,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1555.0,limited,FALSE,"Train, coach bus, coach bus, then coach bus.",4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1555.0,limited
Smithers,smithers,Field,field,806,TRUE,TRUE,5,5,4,3,intercity-train; bus; bus,VIA Rail; Ebus; Rider Express,1071.5,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus; Rider Express,1071.5,limited
Smithers,smithers,Gabriola Island,gabriola-island,663,TRUE,TRUE,6,6,3,5,intercity-train; intercity-train; skytrain; ferry; ferry,VIA Rail; TransLink; Hullo; BC Ferries,,limited,FALSE,"Train, ferry, rental car, then ferry.",4,intercity-train; ferry; rental-car; ferry,VIA Rail; BC Ferries; Budget,1033.4,limited
Smithers,smithers,Galiano Island,galiano-island,707,TRUE,TRUE,4,4,3,5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited,FALSE,"Train, train, SkyTrain, city bus, then ferry.",5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited
Smithers,smithers,Gibsons,gibsons,648,TRUE,TRUE,12,12,9,5,intercity-train; bus; bus; local-bus; ferry,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries,1111.6,limited,FALSE,"Train, coach bus, coach bus, city bus, then ferry.",5,intercity-train; bus; bus; local-bus; ferry,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries,1111.6,limited
Smithers,smithers,Golden,golden,784,TRUE,TRUE,4,4,3,3,intercity-train; bus; bus,VIA Rail; Ebus,1036.6,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,1036.6,limited
Smithers,smithers,Haida Gwaii,haida-gwaii,357,TRUE,TRUE,2,2,2,2,intercity-train; ferry,VIA Rail; BC Ferries,436.1,limited,FALSE,"Train, then ferry.",2,intercity-train; ferry,VIA Rail; BC Ferries,436.1,limited
Smithers,smithers,Harrison Hot Springs,harrison-hot-springs,711,TRUE,TRUE,6,6,5,4,intercity-train; bus; bus; local-bus,VIA Rail; Ebus; BC Transit,1000.9,limited,FALSE,"Train, train, SkyTrain, city bus, then city bus.",5,intercity-train; intercity-train; skytrain; local-bus; local-bus,VIA Rail; TransLink; BC Transit,,limited
Smithers,smithers,Hope,hope,716,TRUE,TRUE,5,5,4,3,intercity-train; bus; bus,VIA Rail; Ebus,935.7,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,935.7,limited
Smithers,smithers,Hornby Island,hornby-island,609,TRUE,TRUE,4,4,1,8,intercity-train; intercity-train; skytrain; ferry; carpool; local-bus; ferry; ferry,VIA Rail; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,limited; on-demand,FALSE,"Train, ferry, rental car, city bus, city bus, ferry, then ferry.",7,intercity-train; ferry; rental-car; local-bus; local-bus; ferry; ferry,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,978.6,limited
Smithers,smithers,Houston,houston,54,TRUE,TRUE,2,2,2,1,intercity-train,VIA Rail,54.4,limited,FALSE,One train does it.,1,intercity-train,VIA Rail,54.4,limited
Smithers,smithers,Kamloops,kamloops,648,TRUE,TRUE,3,3,2,2,intercity-train; bus,VIA Rail; Ebus,771.3,limited,FALSE,"Train, then coach bus.",2,intercity-train; bus,VIA Rail; Ebus,771.3,limited
Smithers,smithers,Kaslo,kaslo,882,TRUE,TRUE,8,8,7,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1369.4,limited,FALSE,"Train, train, SkyTrain, then coach bus.",4,intercity-train; intercity-train; skytrain; bus,VIA Rail; TransLink; Mountain Man Mike's,,limited
Smithers,smithers,Kelowna,kelowna,753,TRUE,TRUE,3,3,3,3,intercity-train; bus; bus,VIA Rail; Ebus,959.6,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,959.6,limited
Smithers,smithers,Keremeos,keremeos,797,TRUE,TRUE,8,8,7,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1099.7,limited,FALSE,"Train, coach bus, coach bus, city bus, then city bus.",5,intercity-train; bus; bus; local-bus; local-bus,VIA Rail; Ebus; BC Transit,1050.4,limited
Smithers,smithers,Kimberley,kimberley,946,TRUE,TRUE,5,5,4,5,intercity-train; bus; bus; bus; local-bus,VIA Rail; Ebus; Mountain Man Mike's; BC Transit,1632.1,limited,FALSE,"Train, coach bus, coach bus, coach bus, then city bus.",5,intercity-train; bus; bus; bus; local-bus,VIA Rail; Ebus; Mountain Man Mike's; BC Transit,1632.1,limited
Smithers,smithers,Ladysmith,ladysmith,683,TRUE,TRUE,6,6,3,5,intercity-train; intercity-train; skytrain; ferry; local-bus,VIA Rail; TransLink; Hullo; BC Transit,,limited,FALSE,"Train, ferry, rental car, city bus, then city bus.",5,intercity-train; ferry; rental-car; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,1048.8,limited
Smithers,smithers,Lake Cowichan,lake-cowichan,696,TRUE,TRUE,9,9,6,6,intercity-train; intercity-train; skytrain; ferry; local-bus; local-bus,VIA Rail; TransLink; Hullo; BC Transit,,limited,FALSE,"Train, ferry, rental car, city bus, city bus, then city bus.",6,intercity-train; ferry; rental-car; local-bus; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,1101.8,limited
Smithers,smithers,Langford,langford,748,TRUE,TRUE,9,9,6,6,intercity-train; intercity-train; skytrain; local-bus; bus; local-bus,VIA Rail; TransLink; Wilson's Transportation (BC Connector); BC Transit,,limited,FALSE,"Train, ferry, rental car, city bus, city bus, then city bus.",6,intercity-train; ferry; rental-car; local-bus; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,1115.8,limited
Smithers,smithers,Langley,langley,703,TRUE,TRUE,10,10,9,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; BC Transit,1043.9,limited,FALSE,"Train, train, SkyTrain, then city bus.",4,intercity-train; intercity-train; skytrain; local-bus,VIA Rail; TransLink; BC Transit,,limited
Smithers,smithers,Lund,lund,558,TRUE,TRUE,7,7,2,7,intercity-train; bus; bus; local-bus; ferry; bus; local-bus,VIA Rail; Ebus; Rider Express; TransLink; BC Ferries; Sunshine Coast Connector; BC Transit,1237.2,limited; seasonal,FALSE,"Train, ferry, rental car, city bus, ferry, then city bus.",6,intercity-train; ferry; rental-car; local-bus; ferry; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,995.4,limited; seasonal
Smithers,smithers,Maple Ridge,maple-ridge,694,TRUE,TRUE,11,11,10,4,intercity-train; intercity-train; skytrain; local-bus,VIA Rail; TransLink,,limited,FALSE,"Train, train, SkyTrain, then city bus.",4,intercity-train; intercity-train; skytrain; local-bus,VIA Rail; TransLink,,limited
Smithers,smithers,Mayne Island,mayne-island,711,TRUE,TRUE,4,4,3,5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited,FALSE,"Train, train, SkyTrain, city bus, then ferry.",5,intercity-train; intercity-train; skytrain; local-bus; ferry,VIA Rail; TransLink; BC Ferries,,limited
Smithers,smithers,Merritt,merritt,675,TRUE,TRUE,4,4,3,3,intercity-train; bus; bus,VIA Rail; Ebus,841.6,limited,FALSE,"Train, coach bus, then coach bus.",3,intercity-train; bus; bus,VIA Rail; Ebus,841.6,limited
Smithers,smithers,Mill Bay,mill-bay,725,TRUE,TRUE,8,8,5,6,intercity-train; intercity-train; skytrain; local-bus; ferry; ferry,VIA Rail; TransLink; BC Ferries,,limited,FALSE,"Train, ferry, rental car, city bus, city bus, then city bus.",6,intercity-train; ferry; rental-car; local-bus; local-bus; local-bus,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,1092.3,limited
Smithers,smithers,Mission,mission,710,TRUE,TRUE,6,6,5,4,intercity-train; bus; bus; local-bus,VIA Rail; Ebus; BC Transit,1017.5,limited,FALSE,"Train, train, SkyTrain, city bus, then city bus.",5,intercity-train; intercity-train; skytrain; local-bus; local-bus,VIA Rail; TransLink,,limited
Smithers,smithers,Nanaimo,nanaimo,662,TRUE,TRUE,11,11,8,4,intercity-train; intercity-train; skytrain; ferry,VIA Rail; TransLink; Hullo,,limited,FALSE,"Train, ferry, then rental car.",3,intercity-train; ferry; rental-car,VIA Rail; BC Ferries; National Car & Truck Rental (Vancouver Island),1028.3,limited
Smithers,smithers,Nelson,nelson,893,TRUE,TRUE,11,8,7,4,intercity-train; bus; bus; bus,VIA Rail; Ebus; Mountain Man Mike's,1309.3,limited,FALSE,"Train, train, SkyTrain, then coach bus.",4,intercity-train; intercity-train; skytrain; bus,VIA Rail; TransLink; Mountain Man Mike's,,limited
