from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Shearwater,shearwater,Terrace,terrace,265,TRUE,TRUE,3,3,2,3,ferry; ferry; intercity-train,BC Ferries; VIA Rail,727.1,limited; seasonal,FALSE,"Ferry, ferry, then train.",3,ferry; ferry; intercity-train,BC Ferries; VIA Rail,727.1,limited; seasonal
Shearwater,shearwater,Texada Island,texada-island,357,TRUE,FALSE,2,2,0,,,,,,,"Ferry, rental car, city bus, ferry, then ferry.",5,ferry; rental-car; local-bus; ferry; ferry,BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,426.5,limited; seasonal
Shearwater,shearwater,Thetis Island,thetis-island,470,TRUE,FALSE,2,2,0,,,,,,,"Ferry, rental car, city bus, city bus, city bus, city bus, then ferry.",7,ferry; rental-car; local-bus; local-bus; local-bus; local-bus; ferry,BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,563.9,limited; seasonal
Shearwater,shearwater,Tofino,tofino,367,TRUE,FALSE,5,2,0,,,,,,,"Ferry, rental car, then carpool.",3,ferry; rental-car; carpool,BC Ferries; Budget; Poparide,618.9,on-demand; seasonal
Shearwater,shearwater,Trail,trail,806,TRUE,FALSE,7,5,0,,,,,,,"Ferry, rental car, ferry, city bus, coach bus, then city bus.",6,ferry; rental-car; ferry; local-bus; bus; local-bus,BC Ferries; National Car & Truck Rental (Vancouver Island); TransLink; Mountain Man Mike's; BC Transit,1050.1,limited; seasonal
Shearwater,shearwater,Ucluelet,ucluelet,399,TRUE,FALSE,5,2,0,,,,,,,"Ferry, rental car, then carpool.",3,ferry; rental-car; carpool,BC Ferries; Budget; Poparide,595.3,on-demand; seasonal
Shearwater,shearwater,Vancouver,vancouver,475,TRUE,FALSE,5,5,0,,,,,,,"Ferry, rental car, then ferry.",3,ferry; rental-car; ferry,BC Ferries; Budget; Hullo,540.0,seasonal
Shearwater,shearwater,Vanderhoof,vanderhoof,343,TRUE,TRUE,2,2,2,3,ferry; ferry; intercity-train,BC Ferries; VIA Rail,1120.6,limited; seasonal,FALSE,"Ferry, ferry, then train.",3,ferry; ferry; intercity-train,BC Ferries; VIA Rail,1120.6,limited; seasonal
Shearwater,shearwater,Vernon,vernon,649,TRUE,TRUE,8,8,2,5,ferry; ferry; intercity-train; bus; bus,BC Ferries; VIA Rail; Ebus,1801.9,limited; seasonal,FALSE,"Ferry, rental car, ferry, SkyTrain, coach bus, city bus, then city bus.",7,ferry; rental-car; ferry; skytrain; bus; local-bus; local-bus,BC Ferries; Budget; Hullo; TransLink; Ebus; BC Transit,,seasonal
Shearwater,shearwater,Victoria,victoria,533,TRUE,FALSE,7,6,0,,,,,,,"Ferry, rental car, city bus, city bus, then city bus.",5,ferry; rental-car; local-bus; local-bus; local-bus,BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,577.5,seasonal
Shearwater,shearwater,West Kelowna,west-kelowna,645,TRUE,FALSE,5,5,0,,,,,,,"Ferry, rental car, ferry, SkyTrain, then coach bus.",5,ferry; rental-car; ferry; skytrain; bus,BC Ferries; Budget; Hullo; TransLink; Ebus,,seasonal
Shearwater,shearwater,West Vancouver,west-vancouver,469,TRUE,FALSE,4,4,0,,,,,,,"Ferry, rental car, then ferry.",3,ferry; rental-car; ferry,BC Ferries; National Car & Truck Rental (Vancouver Island),537.0,seasonal
Shearwater,shearwater,Whistler,whistler,424,TRUE,FALSE,6,6,0,,,,,,,"Ferry, rental car, ferry, SkyTrain, then coach bus.",5,ferry; rental-car; ferry; skytrain; bus,BC Ferries; Budget; Hullo; TransLink; YVR Skylynx,,seasonal
Shearwater,shearwater,Williams Lake,williams-lake,406,TRUE,TRUE,3,3,2,4,ferry; ferry; intercity-train; bus,BC Ferries; VIA Rail; Ebus,1407.4,limited; seasonal,FALSE,"Ferry, ferry, train, then coach bus.",4,ferry; ferry; intercity-train; bus,BC Ferries; VIA Rail; Ebus,1407.4,limited; seasonal
Sicamous,sicamous,Abbotsford,abbotsford,309,TRUE,TRUE,2,2,1,1,bus,Ebus,363.6,,TRUE,"One coach bus, straight through.",1,bus,Ebus,363.6,
Sicamous,sicamous,Alert Bay,alert-bay,560,TRUE,FALSE,5,5,0,,,,,,,"Coach bus, city bus, ferry, rental car, city bus, then ferry.",6,bus; local-bus; ferry; rental-car; local-bus; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,841.6,limited
Sicamous,sicamous,Armstrong,armstrong,46,TRUE,TRUE,2,2,2,1,bus,Ebus,56.4,,TRUE,"One coach bus, straight through.",1,bus,Ebus,56.4,
Sicamous,sicamous,Barkerville,barkerville,303,TRUE,TRUE,1,1,1,3,bus; bus; local-bus,Ebus; BC Transit,531.9,limited,FALSE,"Coach bus, coach bus, then city bus.",3,bus; bus; local-bus,Ebus; BC Transit,531.9,limited
Sicamous,sicamous,Bella Bella,bella-bella,651,TRUE,FALSE,6,6,0,,,,,,,"Coach bus, city bus, ferry, rental car, then ferry.",5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),959.5,seasonal
Sicamous,sicamous,Bella Coola,bella-coola,563,TRUE,FALSE,5,5,0,,,,,,,"Coach bus, city bus, ferry, rental car, then ferry.",5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),1060.0,seasonal
Sicamous,sicamous,Bowen Island,bowen-island,350,TRUE,TRUE,3,3,3,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,438.8,,TRUE,"Coach bus, city bus, then ferry.",3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,438.8,
Sicamous,sicamous,Brentwood Bay,brentwood-bay,408,TRUE,TRUE,6,6,5,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,Burnaby,burnaby,339,TRUE,TRUE,5,5,4,2,bus; bus,Rider Express; BC Transit,409.2,,TRUE,"Coach bus, then SkyTrain.",2,bus; skytrain,Ebus; TransLink,,
Sicamous,sicamous,Burns Lake,burns-lake,594,TRUE,TRUE,4,4,3,3,bus; bus; intercity-train,Ebus; VIA Rail,771.5,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,771.5,limited
Sicamous,sicamous,"Calgary, AB",calgary,345,TRUE,TRUE,2,2,1,1,bus,Ebus,365.3,,TRUE,"One coach bus, straight through.",1,bus,Ebus,365.3,
Sicamous,sicamous,Campbell River,campbell-river,453,TRUE,FALSE,8,5,0,,,,,,,"Coach bus, city bus, ferry, then rental car.",4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),624.5,
Sicamous,sicamous,Castlegar,castlegar,192,TRUE,TRUE,6,5,4,2,bus; bus,Ebus; Mountain Man Mike's,620.3,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,620.3,limited
Sicamous,sicamous,Chase,chase,50,TRUE,TRUE,1,1,1,1,bus,Ebus,66.2,,TRUE,"One coach bus, straight through.",1,bus,Ebus,66.2,
Sicamous,sicamous,Chilliwack,chilliwack,283,TRUE,TRUE,1,1,1,1,bus,Ebus,324.0,,TRUE,"One coach bus, straight through.",1,bus,Ebus,324.0,
Sicamous,sicamous,Clearwater,clearwater,117,TRUE,TRUE,1,1,1,2,bus; local-bus,Ebus; BC Transit,231.4,limited,FALSE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,231.4,limited
Sicamous,sicamous,Comox,comox,442,TRUE,TRUE,7,5,2,5,bus; skytrain; ferry; carpool; local-bus,Ebus; TransLink; Hullo; Poparide; BC Transit,,on-demand,TRUE,"Coach bus, city bus, ferry, then rental car.",4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),583.2,
Sicamous,sicamous,Coquitlam,coquitlam,323,TRUE,TRUE,6,6,5,2,bus; skytrain,Ebus; TransLink,,,TRUE,"Coach bus, then SkyTrain.",2,bus; skytrain,Ebus; TransLink,,
Sicamous,sicamous,Cortes Island,cortes-island,433,TRUE,TRUE,9,6,1,7,bus; local-bus; ferry; bus; local-bus; water-taxi; water-taxi,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector; BC Transit; Lund Water Taxi; Qaya Way West Transportation,606.0,limited; seasonal,FALSE,"Coach bus, SkyTrain, ferry, rental car, then water taxi.",5,bus; skytrain; ferry; rental-car; water-taxi,Ebus; TransLink; Hullo; Budget; Qaya Way West Transportation,,seasonal
Sicamous,sicamous,Courtenay (Comox Valley),courtenay,442,TRUE,TRUE,9,6,3,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,TRUE,"Coach bus, city bus, ferry, then rental car.",4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),583.2,
Sicamous,sicamous,Cranbrook,cranbrook,274,TRUE,TRUE,2,2,1,2,bus; bus,Ebus; Mountain Man Mike's,718.3,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,718.3,limited
Sicamous,sicamous,Creston,creston,262,TRUE,TRUE,2,2,1,2,bus; bus,Ebus; Mountain Man Mike's,790.3,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,790.3,limited
Sicamous,sicamous,Cumberland,cumberland,451,TRUE,TRUE,11,8,5,5,bus; skytrain; ferry; carpool; local-bus,Ebus; TransLink; Hullo; Poparide; BC Transit,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, carpool, then city bus.",5,bus; skytrain; ferry; carpool; local-bus,Ebus; TransLink; Hullo; Poparide; BC Transit,,on-demand
Sicamous,sicamous,Delta,delta,352,TRUE,TRUE,4,4,3,3,bus; skytrain; local-bus,Ebus; TransLink,,,TRUE,"Coach bus, SkyTrain, then city bus.",3,bus; skytrain; local-bus,Ebus; TransLink,,
Sicamous,sicamous,Denman Island,denman-island,440,TRUE,TRUE,11,8,5,6,bus; skytrain; ferry; carpool; local-bus; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, carpool, city bus, then ferry.",6,bus; skytrain; ferry; carpool; local-bus; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand
Sicamous,sicamous,Duncan (Cowichan Valley),duncan,409,TRUE,TRUE,11,11,10,4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, then city bus.",4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Enderby,enderby,34,TRUE,TRUE,2,2,2,1,bus,Ebus,44.3,,TRUE,"One coach bus, straight through.",1,bus,Ebus,44.3,
Sicamous,sicamous,Fernie,fernie,316,TRUE,TRUE,2,2,1,2,bus; bus,Ebus; Mountain Man Mike's,668.7,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,668.7,limited
Sicamous,sicamous,Field,field,185,TRUE,TRUE,1,1,1,1,bus,Rider Express,185.2,,TRUE,"One coach bus, straight through.",1,bus,Rider Express,185.2,
Sicamous,sicamous,Gabriola Island,gabriola-island,394,TRUE,TRUE,6,6,5,4,bus; skytrain; ferry; ferry,Ebus; TransLink; Hullo; BC Ferries,,,TRUE,"Coach bus, SkyTrain, ferry, then ferry.",4,bus; skytrain; ferry; ferry,Ebus; TransLink; Hullo; BC Ferries,,
Sicamous,sicamous,Galiano Island,galiano-island,379,TRUE,TRUE,5,5,4,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,Gibsons,gibsons,360,TRUE,TRUE,3,3,3,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,455.3,,TRUE,"Coach bus, city bus, then ferry.",3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,455.3,
Sicamous,sicamous,Golden,golden,150,TRUE,TRUE,1,1,1,1,bus,Ebus,150.3,,TRUE,"One coach bus, straight through.",1,bus,Ebus,150.3,
Sicamous,sicamous,Haida Gwaii,haida-gwaii,928,TRUE,TRUE,3,3,2,4,bus; bus; intercity-train; ferry,Ebus; VIA Rail; BC Ferries,1322.3,limited,FALSE,"Coach bus, coach bus, train, then ferry.",4,bus; bus; intercity-train; ferry,Ebus; VIA Rail; BC Ferries,1322.3,limited
Sicamous,sicamous,Harrison Hot Springs,harrison-hot-springs,263,TRUE,TRUE,1,1,1,2,bus; local-bus,Ebus; BC Transit,344.6,,TRUE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,344.6,
Sicamous,sicamous,Hope,hope,239,TRUE,TRUE,1,1,1,1,bus,Ebus,279.4,,TRUE,"One coach bus, straight through.",1,bus,Ebus,279.4,
Sicamous,sicamous,Hornby Island,hornby-island,433,TRUE,TRUE,11,8,5,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry.",7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand
Sicamous,sicamous,Houston,houston,651,TRUE,TRUE,4,4,3,3,bus; bus; intercity-train,Ebus; VIA Rail,831.8,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,831.8,limited
Sicamous,sicamous,Kamloops,kamloops,97,TRUE,TRUE,1,1,1,1,bus,Ebus,115.0,,TRUE,"One coach bus, straight through.",1,bus,Ebus,115.0,
Sicamous,sicamous,Kaslo,kaslo,180,TRUE,TRUE,4,3,3,2,bus; bus,Ebus; Mountain Man Mike's,713.1,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,713.1,limited
Sicamous,sicamous,Kelowna,kelowna,112,TRUE,TRUE,1,1,1,1,bus,Ebus,124.0,,TRUE,"One coach bus, straight through.",1,bus,Ebus,124.0,
Sicamous,sicamous,Keremeos,keremeos,191,TRUE,TRUE,4,4,3,2,bus; bus,Ebus; Mountain Man Mike's,443.4,limited,FALSE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Ebus; BC Transit,214.8,limited
Sicamous,sicamous,Kimberley,kimberley,247,TRUE,TRUE,2,2,1,3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,745.8,limited,FALSE,"Coach bus, coach bus, then city bus.",3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,745.8,limited
Sicamous,sicamous,Ladysmith,ladysmith,402,TRUE,TRUE,7,7,6,4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, then city bus.",4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Lake Cowichan,lake-cowichan,427,TRUE,TRUE,10,10,9,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Langford,langford,420,TRUE,TRUE,7,7,6,5,bus; skytrain; local-bus; bus; local-bus,Ebus; TransLink; Wilson's Transportation (BC Connector); BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Langley,langley,326,TRUE,TRUE,5,5,4,2,bus; bus,Ebus; Mountain Man Mike's,379.2,limited,TRUE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,388.5,
Sicamous,sicamous,Lund,lund,421,TRUE,TRUE,3,3,2,5,bus; local-bus; ferry; bus; local-bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector; BC Transit,580.9,limited; seasonal,FALSE,"Coach bus, city bus, ferry, coach bus, then city bus.",5,bus; local-bus; ferry; bus; local-bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector; BC Transit,580.9,limited; seasonal
Sicamous,sicamous,Maple Ridge,maple-ridge,315,TRUE,TRUE,9,9,8,3,bus; local-bus; local-train,Ebus; BC Transit; TransLink (West Coast Express),395.6,limited,TRUE,"Coach bus, SkyTrain, then city bus.",3,bus; skytrain; local-bus,Ebus; TransLink,,
Sicamous,sicamous,Mayne Island,mayne-island,382,TRUE,TRUE,5,5,4,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,Merritt,merritt,151,TRUE,TRUE,1,1,1,1,bus,Ebus,185.3,,TRUE,"One coach bus, straight through.",1,bus,Ebus,185.3,
Sicamous,sicamous,Mill Bay,mill-bay,409,TRUE,TRUE,6,6,5,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Mission,mission,305,TRUE,TRUE,5,5,5,2,bus; local-bus,Ebus; BC Transit,373.6,,TRUE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,373.6,
Sicamous,sicamous,Nanaimo,nanaimo,400,TRUE,TRUE,12,12,11,3,bus; skytrain; ferry,Ebus; TransLink; Hullo,,,TRUE,"Coach bus, SkyTrain, then ferry.",3,bus; skytrain; ferry,Ebus; TransLink; Hullo,,
Sicamous,sicamous,Nelson,nelson,192,TRUE,TRUE,6,5,4,2,bus; bus,Ebus; Mountain Man Mike's,653.0,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,653.0,limited
Sicamous,sicamous,New Hazelton,new-hazelton,755,TRUE,TRUE,4,4,3,3,bus; bus; intercity-train,Ebus; VIA Rail,944.3,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,944.3,limited
Sicamous,sicamous,New Westminster,new-westminster,335,TRUE,TRUE,5,5,4,2,bus; bus,Ebus; Mountain Man Mike's,413.1,limited,TRUE,"Coach bus, then SkyTrain.",2,bus; skytrain,Ebus; TransLink,,
Sicamous,sicamous,North Cowichan (Chemainus & Crofton),north-cowichan,401,TRUE,TRUE,12,12,11,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,North Vancouver,north-vancouver,338,TRUE,TRUE,7,7,6,3,bus; skytrain; ferry,Ebus; TransLink; TransLink (SeaBus),,,TRUE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Rider Express; TransLink,428.1,
Sicamous,sicamous,Ocean Falls,ocean-falls,624,TRUE,FALSE,5,5,0,,,,,,,"Coach bus, city bus, ferry, rental car, then ferry.",5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),996.3,seasonal
Sicamous,sicamous,Oliver,oliver,189,TRUE,TRUE,2,2,2,3,bus; local-bus; local-bus,Ebus; BC Transit,209.6,limited,FALSE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Ebus; BC Transit,209.6,limited
Sicamous,sicamous,Osoyoos,osoyoos,204,TRUE,TRUE,4,4,3,2,bus; bus,Ebus; Mountain Man Mike's,476.2,limited,FALSE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Ebus; BC Transit,227.1,limited
Sicamous,sicamous,Parksville,parksville,418,TRUE,TRUE,9,9,8,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Pemberton,pemberton,276,TRUE,TRUE,4,4,3,4,bus; skytrain; bus; local-bus,Ebus; TransLink; YVR Skylynx; BC Transit,,seasonal,FALSE,"Coach bus, SkyTrain, coach bus, then city bus.",4,bus; skytrain; bus; local-bus,Ebus; TransLink; YVR Skylynx; BC Transit,,seasonal
Sicamous,sicamous,Pender Island,pender-island,385,TRUE,TRUE,5,5,4,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,Penelakut Island,penelakut-island,394,TRUE,TRUE,8,8,7,7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Hullo; BC Transit; BC Ferries,,limited,FALSE,"Coach bus, SkyTrain, ferry, city bus, city bus, city bus, then ferry.",7,bus; skytrain; ferry; local-bus; local-bus; local-bus; ferry,Ebus; TransLink; Hullo; BC Transit; BC Ferries,,limited
Sicamous,sicamous,Penticton,penticton,159,TRUE,TRUE,2,2,2,2,bus; local-bus,Ebus; BC Transit,178.2,limited,FALSE,"Coach bus, then city bus.",2,bus; local-bus,Ebus; BC Transit,178.2,limited
Sicamous,sicamous,Port Alberni,port-alberni,452,TRUE,TRUE,13,10,4,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,FALSE,"Coach bus, SkyTrain, ferry, then rental car.",4,bus; skytrain; ferry; rental-car,Ebus; TransLink; Hullo; Budget,,
Sicamous,sicamous,Port Coquitlam,port-coquitlam,324,TRUE,TRUE,5,5,4,3,bus; local-bus; local-train,Ebus; BC Transit; TransLink (West Coast Express),409.1,limited,FALSE,"Coach bus, SkyTrain, then train.",3,bus; skytrain; local-train,Ebus; TransLink; TransLink (West Coast Express),,limited
Sicamous,sicamous,Port Hardy,port-hardy,599,TRUE,FALSE,7,7,0,,,,,,,"Coach bus, city bus, ferry, then rental car.",4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),794.9,
Sicamous,sicamous,Port McNeill,port-mcneill,571,TRUE,FALSE,7,7,0,,,,,,,"Coach bus, city bus, ferry, rental car, then city bus.",5,bus; local-bus; ferry; rental-car; local-bus,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,827.8,limited
Sicamous,sicamous,Port Moody,port-moody,326,TRUE,TRUE,5,5,4,2,bus; skytrain,Ebus; TransLink,,,TRUE,"Coach bus, then SkyTrain.",2,bus; skytrain,Ebus; TransLink,,
Sicamous,sicamous,Port Renfrew,port-renfrew,465,FALSE,FALSE,2,0,0,,,,,,,,,,,,
Sicamous,sicamous,Powell River,powell-river,409,TRUE,TRUE,3,3,2,4,bus; local-bus; ferry; bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,556.5,,TRUE,"Coach bus, city bus, ferry, then coach bus.",4,bus; local-bus; ferry; bus,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,556.5,
Sicamous,sicamous,Prince George,prince-george,427,TRUE,TRUE,2,2,1,2,bus; bus,Ebus,571.2,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus,571.2,limited
Sicamous,sicamous,Prince Rupert,prince-rupert,857,TRUE,TRUE,3,3,2,3,bus; bus; intercity-train,Ebus; VIA Rail,1162.2,limited,FALSE,"Coach bus, coach bus, then train.",3,bus; bus; intercity-train,Ebus; VIA Rail,1162.2,limited
Sicamous,sicamous,Princeton,princeton,188,TRUE,TRUE,4,4,3,2,bus; bus,Ebus; Mountain Man Mike's,386.9,limited,FALSE,"Coach bus, city bus, then city bus.",3,bus; local-bus; local-bus,Ebus; BC Transit,271.2,limited
Sicamous,sicamous,Quadra Island,quadra-island,450,TRUE,FALSE,8,5,0,,,,,,,"Coach bus, SkyTrain, ferry, rental car, then ferry.",5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,
Sicamous,sicamous,Qualicum Beach,qualicum-beach,424,TRUE,TRUE,9,9,8,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,TRUE,"Coach bus, SkyTrain, ferry, city bus, then city bus.",5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,
Sicamous,sicamous,Quesnel,quesnel,339,TRUE,TRUE,2,2,1,2,bus; bus,Ebus,465.4,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus,465.4,limited
Sicamous,sicamous,Revelstoke,revelstoke,58,TRUE,TRUE,1,1,1,1,bus,Ebus,58.0,,TRUE,"One coach bus, straight through.",1,bus,Ebus,58.0,
Sicamous,sicamous,Richmond,richmond,350,TRUE,TRUE,4,4,3,2,bus; skytrain,Ebus; TransLink,,,TRUE,"Coach bus, then SkyTrain.",2,bus; skytrain,Ebus; TransLink,,
Sicamous,sicamous,Rossland,rossland,213,TRUE,TRUE,6,5,4,4,bus; bus; local-bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,654.3,limited,FALSE,"Coach bus, coach bus, city bus, then city bus.",4,bus; bus; local-bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,654.3,limited
Sicamous,sicamous,Saanich,saanich,413,TRUE,TRUE,11,11,10,4,bus; skytrain; local-bus; bus,Ebus; TransLink; Wilson's Transportation (BC Connector),,,TRUE,"Coach bus, SkyTrain, city bus, ferry, then city bus.",5,bus; skytrain; local-bus; ferry; local-bus,Ebus; TransLink; BC Ferries; BC Transit,,
Sicamous,sicamous,Salmo,salmo,219,TRUE,TRUE,6,4,3,2,bus; bus,Ebus; Mountain Man Mike's,847.2,limited,FALSE,"Coach bus, then coach bus.",2,bus; bus,Ebus; Mountain Man Mike's,847.2,limited
Sicamous,sicamous,Salmon Arm,salmon-arm,25,TRUE,TRUE,1,1,1,1,bus,Ebus,25.3,,TRUE,"One coach bus, straight through.",1,bus,Ebus,25.3,
Sicamous,sicamous,Salt Spring Island,salt-spring-island,395,TRUE,TRUE,7,7,6,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,Saturna Island,saturna-island,378,TRUE,TRUE,5,5,4,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,TRUE,"Coach bus, SkyTrain, city bus, then ferry.",4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,
Sicamous,sicamous,"Seattle, WA",seattle,434,TRUE,TRUE,8,8,7,2,bus; bus,Ebus; Quick Shuttle (Quick Coach Lines / TRAXX),581.3,seasonal,TRUE,"Coach bus, then train.",2,bus; intercity-train,Ebus; Amtrak Cascades,611.5,
