from_community,from_id,to_community,to_id,rank,bike_possible,scheduled_ground_only,boardings,modes,operators,journey_km,schedule_cautions,summary
Abbotsford,abbotsford,Duncan (Cowichan Valley),duncan,10,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; bus,BC Transit; TransLink; TransLink (Coast Mountain Bus Co.); BC Ferries,,seasonal,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Fernie,fernie,1,TRUE,TRUE,2,bus; bus,Mountain Man Mike's,657.0,limited,"Coach bus, then coach bus."
Abbotsford,abbotsford,Fernie,fernie,2,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,1032.3,limited,"Coach bus, then coach bus."
Abbotsford,abbotsford,Fernie,fernie,3,TRUE,FALSE,2,air; bus,Flair Airlines; Mountain Man Mike's,944.0,limited,"Plane, then coach bus."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,1,TRUE,TRUE,4,local-bus; skytrain; ferry; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, then ferry."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,2,TRUE,TRUE,4,bus; skytrain; ferry; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, then ferry."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,3,TRUE,TRUE,4,bus; skytrain; ferry; ferry,Ebus; TransLink; Hullo; BC Ferries,,,"Coach bus, SkyTrain, ferry, then ferry."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,4,TRUE,TRUE,4,local-bus; local-train; ferry; ferry,BC Transit; TransLink (West Coast Express); Hullo; BC Ferries,141.3,limited,"City bus, train, ferry, then ferry."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,5,TRUE,TRUE,4,bus; skytrain; ferry; ferry,Mountain Man Mike's; TransLink; Hullo; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, then ferry."
Abbotsford,abbotsford,Gabriola Island,gabriola-island,6,TRUE,TRUE,5,bus; local-bus; ferry; local-bus; ferry,Rider Express; TransLink; BC Ferries; BC Transit,146.2,,"Coach bus, city bus, ferry, city bus, then ferry."
Abbotsford,abbotsford,Galiano Island,galiano-island,1,TRUE,TRUE,4,local-bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Galiano Island,galiano-island,2,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Galiano Island,galiano-island,3,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Galiano Island,galiano-island,4,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Mountain Man Mike's; TransLink; BC Ferries,,limited,"Coach bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Galiano Island,galiano-island,5,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; ferry,BC Transit; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"City bus, SkyTrain, city bus, coach bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,1,TRUE,TRUE,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,104.2,,"Coach bus, city bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,2,TRUE,TRUE,4,local-bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,3,TRUE,TRUE,6,local-bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,4,TRUE,TRUE,4,bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,5,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,6,TRUE,TRUE,4,bus; skytrain; bus; ferry,Ebus; TransLink; Squamish Connector; BC Ferries,,seasonal,"Coach bus, SkyTrain, coach bus, then ferry."
Abbotsford,abbotsford,Gibsons,gibsons,7,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,Ebus; TransLink; TransLink (SeaBus); BC Ferries,,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Abbotsford,abbotsford,Golden,golden,1,TRUE,TRUE,1,bus,Ebus,513.8,,"One coach bus, straight through."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,1,TRUE,TRUE,4,bus; bus; bus; ferry,Ebus; BC Bus North (Tahltan NST Busing Ltd.); BC Ferries,1471.6,limited,"Coach bus, coach bus, coach bus, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,2,TRUE,FALSE,7,local-bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,3,TRUE,FALSE,7,bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,4,TRUE,TRUE,5,local-bus; skytrain; intercity-train; intercity-train; ferry,BC Transit; TransLink; VIA Rail; BC Ferries,,limited,"City bus, SkyTrain, train, train, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,5,TRUE,TRUE,5,bus; skytrain; intercity-train; intercity-train; ferry,BC Transit; TransLink; VIA Rail; BC Ferries,,limited,"City bus, SkyTrain, train, train, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,6,TRUE,FALSE,6,bus; local-bus; ferry; rental-car; ferry; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),1046.0,limited,"Coach bus, city bus, ferry, rental car, ferry, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,7,TRUE,FALSE,6,bus; skytrain; ferry; rental-car; ferry; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, ferry, then ferry."
Abbotsford,abbotsford,Haida Gwaii,haida-gwaii,8,TRUE,FALSE,5,air; air; air; ferry; ferry,Flair Airlines; Pacific Coastal Airlines; BC Ferries,2278.7,limited,"Plane, plane, plane, ferry, then ferry."
Abbotsford,abbotsford,Harrison Hot Springs,harrison-hot-springs,1,TRUE,TRUE,2,local-bus; local-bus,BC Transit,58.9,,"City bus, then city bus."
Abbotsford,abbotsford,Harrison Hot Springs,harrison-hot-springs,2,TRUE,TRUE,2,bus; local-bus,BC Transit,47.8,,"City bus, then city bus."
Abbotsford,abbotsford,Hope,hope,1,TRUE,TRUE,1,bus,Ebus,71.8,,"One coach bus, straight through."
Abbotsford,abbotsford,Hornby Island,hornby-island,1,TRUE,TRUE,7,local-bus; skytrain; ferry; carpool; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,2,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,3,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,4,TRUE,TRUE,7,local-bus; local-train; ferry; carpool; local-bus; ferry; ferry,BC Transit; TransLink (West Coast Express); Hullo; Poparide; BC Ferries,267.2,limited; on-demand,"City bus, train, ferry, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,5,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Mountain Man Mike's; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,limited; on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,6,TRUE,TRUE,8,bus; local-bus; ferry; local-bus; carpool; local-bus; ferry; ferry,Rider Express; TransLink; BC Ferries; BC Transit; Poparide,271.4,on-demand,"Coach bus, city bus, ferry, city bus, carpool, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,7,FALSE,TRUE,7,local-bus; skytrain; ferry; bus; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,8,FALSE,TRUE,7,bus; skytrain; ferry; bus; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Abbotsford,abbotsford,Hornby Island,hornby-island,9,FALSE,TRUE,7,bus; skytrain; ferry; bus; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Island Link; BC Transit; BC Ferries,,,"Coach bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Abbotsford,abbotsford,Houston,houston,1,TRUE,TRUE,3,bus; bus; bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.),965.3,limited,"Coach bus, coach bus, then coach bus."
Abbotsford,abbotsford,Houston,houston,2,TRUE,TRUE,3,bus; bus; intercity-train,Ebus; VIA Rail,953.0,limited,"Coach bus, coach bus, then train."
Abbotsford,abbotsford,Houston,houston,3,TRUE,TRUE,4,local-bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Abbotsford,abbotsford,Houston,houston,4,TRUE,TRUE,3,bus; intercity-train; intercity-train,Ebus; VIA Rail,1197.3,limited,"Coach bus, train, then train."
Abbotsford,abbotsford,Houston,houston,5,TRUE,TRUE,4,bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Abbotsford,abbotsford,Houston,houston,6,TRUE,TRUE,4,bus; skytrain; intercity-train; intercity-train,Mountain Man Mike's; TransLink; VIA Rail,,limited,"Coach bus, SkyTrain, train, then train."
Abbotsford,abbotsford,Houston,houston,7,TRUE,FALSE,5,air; air; air; ferry; bus,Flair Airlines; Pacific Coastal Airlines; BC Ferries; BC Bus North (Tahltan NST Busing Ltd.),2464.9,limited,"Plane, plane, plane, ferry, then coach bus."
Abbotsford,abbotsford,Kamloops,kamloops,1,TRUE,TRUE,1,bus,Ebus,236.2,,"One coach bus, straight through."
Abbotsford,abbotsford,Kaslo,kaslo,1,TRUE,TRUE,1,bus,Mountain Man Mike's,505.5,limited,"One coach bus, straight through."
Abbotsford,abbotsford,Kelowna,kelowna,1,TRUE,TRUE,1,bus,Ebus,266.3,,"One coach bus, straight through."
Abbotsford,abbotsford,Kimberley,kimberley,1,TRUE,TRUE,3,bus; bus; local-bus,Mountain Man Mike's; BC Transit,634.9,limited,"Coach bus, coach bus, then city bus."
Abbotsford,abbotsford,Kimberley,kimberley,2,TRUE,TRUE,3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,1109.4,limited,"Coach bus, coach bus, then city bus."
Abbotsford,abbotsford,Kimberley,kimberley,3,TRUE,FALSE,3,air; bus; local-bus,Flair Airlines; Mountain Man Mike's; BC Transit,1021.1,limited,"Plane, coach bus, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,1,TRUE,TRUE,4,local-bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,2,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,3,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,4,TRUE,TRUE,5,bus; local-bus; ferry; local-bus; local-bus,Rider Express; TransLink; BC Ferries; BC Transit,160.7,,"Coach bus, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,5,TRUE,TRUE,7,local-bus; skytrain; local-bus; ferry; local-bus; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,6,TRUE,TRUE,4,local-bus; local-train; ferry; local-bus,BC Transit; TransLink (West Coast Express); Hullo,156.4,limited,"City bus, train, ferry, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,7,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Mountain Man Mike's; TransLink; Hullo; BC Transit,,limited,"Coach bus, SkyTrain, ferry, then city bus."
Abbotsford,abbotsford,Ladysmith,ladysmith,8,TRUE,TRUE,7,local-bus; skytrain; local-bus; ferry; local-bus; bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,1,TRUE,TRUE,5,local-bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,2,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,3,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,4,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,5,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Abbotsford,abbotsford,Langford,langford,6,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Langford,langford,7,TRUE,TRUE,5,bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Abbotsford,abbotsford,Langley,langley,1,TRUE,TRUE,1,local-bus,BC Transit,36.8,,"One city bus, straight through."
Abbotsford,abbotsford,Langley,langley,2,TRUE,TRUE,1,bus,BC Transit,36.4,,"One city bus, straight through."
Abbotsford,abbotsford,Maple Ridge,maple-ridge,1,TRUE,TRUE,2,local-bus; local-train,BC Transit; TransLink (West Coast Express),32.0,limited,"City bus, then train."
Abbotsford,abbotsford,Maple Ridge,maple-ridge,2,TRUE,TRUE,3,local-bus; skytrain; local-train,BC Transit; TransLink; TransLink (West Coast Express),,limited,"City bus, SkyTrain, then train."
Abbotsford,abbotsford,Maple Ridge,maple-ridge,3,TRUE,TRUE,3,bus; skytrain; local-train,BC Transit; TransLink; TransLink (West Coast Express),,limited,"City bus, SkyTrain, then train."
Abbotsford,abbotsford,Maple Ridge,maple-ridge,4,TRUE,TRUE,3,bus; skytrain; local-train,Ebus; TransLink; TransLink (West Coast Express),,limited,"Coach bus, SkyTrain, then train."
Abbotsford,abbotsford,Maple Ridge,maple-ridge,5,TRUE,TRUE,3,bus; skytrain; local-train,Mountain Man Mike's; TransLink; TransLink (West Coast Express),,limited,"Coach bus, SkyTrain, then train."
Abbotsford,abbotsford,Mayne Island,mayne-island,1,TRUE,TRUE,4,local-bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Mayne Island,mayne-island,2,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Mayne Island,mayne-island,3,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Mayne Island,mayne-island,4,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Mountain Man Mike's; TransLink; BC Ferries,,limited,"Coach bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Mayne Island,mayne-island,5,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; ferry,BC Transit; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"City bus, SkyTrain, city bus, coach bus, then ferry."
Abbotsford,abbotsford,Merritt,merritt,1,TRUE,TRUE,1,bus,Ebus,165.8,,"One coach bus, straight through."
Abbotsford,abbotsford,Mill Bay,mill-bay,1,TRUE,TRUE,5,local-bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,2,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,3,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,4,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,5,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,6,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,7,TRUE,TRUE,5,local-bus; skytrain; ferry; local-bus; bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,8,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mill Bay,mill-bay,9,TRUE,TRUE,5,local-bus; skytrain; local-bus; ferry; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, then ferry."
Abbotsford,abbotsford,Mill Bay,mill-bay,10,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Abbotsford,abbotsford,Mission,mission,1,TRUE,TRUE,1,local-bus,BC Transit,10.0,,"One city bus, straight through."
Abbotsford,abbotsford,Nanaimo,nanaimo,1,TRUE,TRUE,3,local-bus; skytrain; ferry,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,2,TRUE,TRUE,3,bus; skytrain; ferry,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,3,TRUE,TRUE,4,local-bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,4,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,5,TRUE,TRUE,3,bus; skytrain; ferry,Ebus; TransLink; Hullo,,,"Coach bus, SkyTrain, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,6,TRUE,TRUE,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,140.2,,"Coach bus, city bus, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,7,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,8,TRUE,TRUE,3,local-bus; local-train; ferry,BC Transit; TransLink (West Coast Express); Hullo,136.0,limited,"City bus, train, then ferry."
Abbotsford,abbotsford,Nanaimo,nanaimo,9,TRUE,TRUE,3,bus; skytrain; ferry,Mountain Man Mike's; TransLink; Hullo,,limited,"Coach bus, SkyTrain, then ferry."
